x_tilde,x_m,segment,phi2_tilde,phi2_V,a_x,b_x
0.0,0.0,Au,-0.023152827608009453,-0.0005948558552050871,0.03361915954547901,-0.0014879326739191947
0.0025994483770672696,2.5006251562890724e-12,Au,-0.02315265567210601,-0.0005948514377282841,0.03361911909872436,-0.0014877868027568678
0.005198896754134539,5.001250312578145e-12,Au,-0.02315214056763443,-0.0005948382033658923,0.033618997920644815,-0.0014873497879935734
0.007798345131201809,7.501875468867218e-12,Au,-0.023151284401536628,-0.0005948162062506833,0.03361879649715362,-0.0014866234234384872
0.010397793508269079,1.000250062515629e-11,Au,-0.023150090676146033,-0.0005947855363666361,0.03361851563597535,-0.0014856106909103123
0.012997241885336349,1.2503125781445363e-11,Au,-0.023148564275371028,-0.0005947463191939532,0.03361815646345813,-0.001484315748474958
0.015596690262403618,1.5003750937734435e-11,Au,-0.023146711445428167,-0.0005946987152140475,0.03361772042012876,-0.0014827439140431462
0.018196138639470887,1.7504376094023507e-11,Au,-0.023144539770201072,-0.0005946429192764493,0.03361720925500781,-0.0014809016443927848
0.020795587016538157,2.000500125031258e-11,Au,-0.02314205814132209,-0.0005945791598301258,0.033616625018707234,-0.0014787965096986593
0.023395035393605428,2.2505626406601655e-11,Au,-0.02313927672309463,-0.0005945076980222469,0.033615970055337896,-0.0014764371636697368
0.025994483770672698,2.5006251562890727e-11,Au,-0.02313620691239452,-0.0005944288266679463,0.03361524699325843,-0.0014738333094121516
0.028593932147739965,2.7506876719179795e-11,Au,-0.023132861293708618,-0.0005943428690951484,0.033614458734702764,-0.0014709956611520514
0.031193380524807236,3.000750187546887e-11,Au,-0.023129253589487482,-0.0005942501778689999,0.03361360844432626,-0.0014679359019693842
0.0337928289018745,3.250812703175794e-11,Au,-0.023125398606007964,-0.0005941511334009404,0.03361269953671645,-0.0014646666377088327
0.03639227727894177,3.5008752188047015e-11,Au,-0.023121312174959868,-0.0005940461424479126,0.033611735662917155,-0.0014612013472506194
0.038991725656009044,3.7509377344336087e-11,Au,-0.023117011090985438,-0.0005939356365075913,0.03361072069601925,-0.001457554329335601
0.041591174033076314,4.001000250062516e-11,Au,-0.02311251304541967,-0.0005938200701160008,0.03360965871587504,-0.0014537406461559723
0.044190622410143585,4.251062765691423e-11,Au,-0.023107836556491023,-0.0005936999190541907,0.033608553992996414,-0.0014497760639323176
0.046790070787210855,4.501125281320331e-11,Au,-0.02310300089625897,-0.000593575678471074,0.03360741097170033,-0.0014456769907126097
0.049389519164278126,4.751187796949238e-11,Au,-0.02309802601457585,-0.0005934478609298104,0.033606234252568076,-0.0014414604116376436
0.051988967541345396,5.001250312578145e-11,Au,-0.023092932460372678,-0.0005933169943854357,0.03360502857428763,-0.0014371438219280262
0.05458841591841266,5.251312828207052e-11,Au,-0.023087741300579712,-0.0005931836201017227,0.033603798794950526,-0.0014327451578574617
0.05718786429547993,5.501375343835959e-11,Au,-0.02308247403700104,-0.0005930482905154739,0.03360254987287733,-0.0014282827259837606
0.0597873126725472,5.751437859464867e-11,Au,-0.023077152521471214,-0.0005929115670566775,0.033601286847046906,-0.0014237751309172995
0.06238676104961447,6.001500375093774e-11,Au,-0.023071798869628,-0.0005927740179331068,0.03360001481720717,-0.0014192412019108107
0.06498620942668173,6.251562890722681e-11,Au,-0.023066435373642225,-0.0005926362158881246,0.033598738923745486,-0.0014146999185611665
0.067585657803749,6.501625406351589e-11,Au,-0.02306108441424757,-0.0005924987359405015,0.033597464327398255,-0.001410170335914757
0.07018510618081628,6.751687921980495e-11,Au,-0.02305576837241829,-0.0005923621531151895,0.03359619618887955,-0.0014056715092729182
0.07278455455788355,7.001750437609403e-11,Au,-0.023050509541042295,-0.0005922270401739751,0.0335949396485095,-0.0014012224189929416
0.07538400293495082,7.25181295323831e-11,Au,-0.023045330036938594,-0.0005920939653549808,0.033593699805922465,-0.0013968418955819805
0.07798345131201809,7.501875468867217e-11,Au,-0.02304025171356593,-0.000591963490129924,0.033592481699935374,-0.0013925485453789505
0.08058289968908536,7.751937984496125e-11,Au,-0.02303529607476632,-0.0005918361669879675,0.033591290288655255,-0.0013883606771172103
0.08318234806615263,8.002000500125032e-11,Au,-0.02303048418988456,-0.0005917125372549194,0.03359013042990501,-0.0013842962296581078
0.0857817964432199,8.25206301575394e-11,Au,-0.023025836610598364,-0.0005915931289563854,0.033589006862044045,-0.0013803727011806846
0.08838124482028717,8.502125531382846e-11,Au,-0.023021373289785922,-0.0005914784547332671,0.033587924185259924,-0.001376607080105315
0.09098069319735444,8.752188047011754e-11,Au,-0.023017113502753248,-0.0005913690098178893,0.033586886843404704,-0.0013730157780260993
0.09358014157442171,9.002250562640662e-11,Au,-0.02301307577113004,-0.0005912652700786888,0.03358589910644755,-0.0013696145649146174
0.09617958995148898,9.252313078269568e-11,Au,-0.02300927778973528,-0.0005911676901412019,0.03358496505361307,-0.001366418506851537
0.09877903832855625,9.502375593898476e-11,Au,-0.02300573635670122,-0.0005910767015927709,0.03358408855727173,-0.0013634419065319764
0.10137848670562352,9.752438109527383e-11,Au,-0.023002467307131153,-0.0005909927112780399,0.03358327326764609,-0.0013606982467788773
0.10397793508269079,1.000250062515629e-10,Au,-0.02299948545055279,-0.0005909160996919713,0.03358252259839313,-0.001358200137287459
0.10657738345975805,1.0252563140785197e-10,Au,-0.0229968045124148,-0.0005908472194767412,0.033581839713119725,-0.0013559592648114457
0.10917683183682532,1.0502625656414104e-10,Au,-0.022994437079856628,-0.0005907863940284255,0.033581227512884296,-0.0013539863469870853
0.11177628021389259,1.0752688172043012e-10,Au,-0.02299239455196619,-0.0005907339162189926,0.03358068862473425,-0.0013522910899775955
