x_tilde,x_m,segment,phi2_tilde,phi2_V,a_x,b_x
0.0,0.0,Au,-0.006854073532999501,-0.00017609882655112571,0.25716191702717256,0.0006865420761120787
0.005718786429547993,5.5013753438359586e-12,Au,-0.0068554656260671155,-0.00017613459301240987,0.2571617168955257,0.0006851441146956907
0.011437572859095985,1.1002750687671917e-11,Au,-0.006859636259179285,-0.00017624174733363104,0.2571611173122843,0.0006809559003382053
0.01715635928864398,1.650412603150788e-11,Au,-0.006866568516949551,-0.00017641985491488417,0.2571601207092572,0.000673994419732657
0.02287514571819197,2.2005501375343834e-11,Au,-0.0068762342832603095,-0.0001766681933805932,0.25715873112850524,0.0006642879075197471
0.02859393214773996,2.7506876719179792e-11,Au,-0.006888594355227747,-0.00017698575550756395,0.2571569542059579,0.0006518757318425089
0.03431271857728796,3.300825206301576e-11,Au,-0.006903598602106996,-0.00017737125330766746,0.257154797148567,0.0006368082347712416
0.04003150500683595,3.8509627406851714e-11,Au,-0.006921186168491791,-0.00017782312324856334,0.25715226870509633,0.0006191465282473388
0.04575029143638394,4.401100275068767e-11,Au,-0.006941285720987782,-0.0001783395325913732,0.257149379130657,0.0005989622463700591
0.05146907786593193,4.951237809452363e-11,Au,-0.00696381573735808,-0.00017891838681957564,0.25714614014514053,0.0005763372550321392
0.05718786429547992,5.5013753438359584e-11,Au,-0.006988684836971591,-0.0001795573381290761,0.2571425648857119,0.0005513633200784432
0.06290665072502792,6.051512878219555e-11,Au,-0.007015792151214031,-0.00018025379494502114,0.25713866785355816,0.0005241417353334828
0.06862543715457592,6.601650412603152e-11,Au,-0.0070450277323624395,-0.0001810049324268395,0.25713446485510716,0.0004947829120032959
0.0743442235841239,7.151787946986746e-11,Au,-0.007076272999265798,-0.00018180770391892624,0.257129972937956,0.0004634059311160913
0.0800630100136719,7.701925481370343e-11,Au,-0.007109401218026992,-0.00018265885330060234,0.25712521032176466,0.0004301380608139251
0.08578179644321988,8.252063015753938e-11,Au,-0.007144278015738646,-0.00018355492818531336,0.2571201963244027,0.000395114240451294
0.09150058287276788,8.802200550137534e-11,Au,-0.007180761925191502,-0.00018449229391559227,0.25711495128363776,0.000358476533590487
0.09721936930231588,9.35233808452113e-11,Au,-0.007218704958348841,-0.00018546714829709664,0.2571094964746919,0.00032037355210970473
0.10293815573186386,9.902475618904726e-11,Au,-0.007257953206264104,-0.00018647553701203957,0.25710385402399627,0.0002809598537565195
0.10865694216141186,1.0452613153288323e-10,Au,-0.007298347463010212,-0.00018751336964954287,0.257098046819492,0.00024039531558835516
0.11437572859095985,1.1002750687671917e-10,Au,-0.007339723871094256,-0.00018857643628800538,0.2570920984178441,0.00019884448583708215
0.12009451502050784,1.1552888222055514e-10,Au,-0.0073819145857413815,-0.00018966042456226902,0.2570860329489415,0.00015647591682484656
0.12581330145005584,1.210302575643911e-10,Au,-0.007424748455357926,-0.00019076093714647183,0.257079875018072,0.0001134614816324534
0.13153208787960383,1.2653163290822706e-10,Au,-0.0074680517154157725,-0.00019187350958172668,0.2570736496061665,6.997567728993862e-05
0.13725087430915184,1.3203300825206304e-10,Au,-0.0075116486929471095,-0.00019299362837640852,0.2570673819685198,2.6194917312050674e-05
0.14296966073869982,1.3753438359589897e-10,Au,-0.007555362518795118,-0.0001941167493057117,0.25706109753239426,-1.770318355494472e-05
0.1486884471682478,1.4303575893973492e-10,Au,-0.007599015844734615,-0.00019523831583632858,0.25705482179392436,-6.154052947691772e-05
0.1544072335977958,1.4853713428357088e-10,Au,-0.007642431562557288,-0.00019635377760160403,0.2570485802147394,-0.0001051392656483859
0.1601260200273438,1.5403850962740686e-10,Au,-0.007685433522206975,-0.0001974586088522829,0.25704239811872176,-0.0001483224994550977
0.16584480645689179,1.595398849712428e-10,Au,-0.007727847246055577,-0.0001985483268081003,0.25703630058931987,-0.00019091501776096826
0.17156359288643977,1.6504126031507877e-10,Au,-0.007769500636425429,-0.0001996185098358562,0.2570303123678335,-0.00023274399741298341
0.17728237931598778,1.7054263565891475e-10,Au,-0.007810224673489792,-0.00020066481538027898,0.2570244577530808,-0.00027363970608370306
0.18300116574553577,1.7604401100275068e-10,Au,-0.007849854100724305,-0.0002016829975750412,0.2570187605028557,-0.0003134361906122072
0.18871995217508375,1.8154538634658663e-10,Au,-0.007888228095130703,-0.0002026689244625353,0.25701324373757484,-0.00035197195005313894
0.19443873860463176,1.870467616904226e-10,Au,-0.007925190919516222,-0.00020361859475261416,0.2570079298465035,-0.0003890905907057821
0.20015752503417975,1.9254813703425856e-10,Au,-0.00796059255418572,-0.00020452815405239044,0.25700284039694143,-0.00042464146046908166
0.20587631146372773,1.9804951237809452e-10,Au,-0.00799428930548452,-0.00020539391050127215,0.256997996046737,-0.0004584802599497803
0.21159509789327574,2.035508877219305e-10,Au,-0.008026144388726486,-0.00020621234974788812,0.2569934164604842,-0.0004904696278478127
0.21731388432282372,2.0905226306576645e-10,Au,-0.008056028483143112,-0.00020698014920816148,0.25698912022974046,-0.0005204796982447899
0.2230326707523717,2.1455363840960238e-10,Au,-0.008083820256603754,-0.00020769419154672566,0.25698512479759195,-0.0005483886275361732
0.2287514571819197,2.2005501375343834e-10,Au,-0.008109406857979807,-0.00020835157732703,0.2569814463878692,-0.0005740830888710131
0.2344702436114677,2.2555638909727432e-10,Au,-0.008132684375155264,-0.00020894963677881237,0.25697809993930243,-0.00059745873209324
0.2401890300410157,2.3105776444111027e-10,Au,-0.008153558256826884,-0.00020948594063523317,0.2569750990448825,-0.0006184206073199157
0.24590781647056367,2.3655913978494623e-10,Au,-0.00817194369638224,-0.00020995830999569258,0.25697245589667295,-0.0006368835504375272
0.2516266029001117,2.420605151287822e-10,Au,-0.008187765976298274,-0.00021036482517431773,0.25697018123629817,-0.0006527725289523518
0.25734538932965967,2.4756189047261814e-10,Au,-0.008200960771662984,-0.00021070383349821743,0.2569682843113081,-0.0006660229467916267
